name,characteristics,cost_in_game,image
Gimmershred,Unique axe / elemental damage / IAS,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Earth Shifter,Unique maul / volcano proc / +max damage,400,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Stormspire,Unique staff / lightning absorb / nova proc / indestructible,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2248%22%20r%3D%2226%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2241%22%20cy%3D%2239%22%20r%3D%227%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Stormshield,Unique shield / DR / cold res / huge block,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C24%20L72%2C24%20L72%2C50%20Q72%2C76%2050%2C86%20Q28%2C76%2028%2C50%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2226%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2230%22%20y1%3D%2242%22%20x2%3D%2270%22%20y2%3D%2242%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Spirit Ward,Unique shield / all res / block / fend,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C24%20L72%2C24%20L72%2C50%20Q72%2C76%2050%2C86%20Q28%2C76%2028%2C50%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2226%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2230%22%20y1%3D%2242%22%20x2%3D%2270%22%20y2%3D%2242%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Herald of Zakarum,Unique shield / +paladin skills / all res / stats,400,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C24%20L72%2C24%20L72%2C50%20Q72%2C76%2050%2C86%20Q28%2C76%2028%2C50%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2226%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2230%22%20y1%3D%2242%22%20x2%3D%2270%22%20y2%3D%2242%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Homunculus,Unique shield / +necro skills / FCR / all res,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C24%20L72%2C24%20L72%2C50%20Q72%2C76%2050%2C86%20Q28%2C76%2028%2C50%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2226%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2230%22%20y1%3D%2242%22%20x2%3D%2270%22%20y2%3D%2242%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Gerke's Sanctuary,Unique shield / DR / all res / mana,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C24%20L72%2C24%20L72%2C50%20Q72%2C76%2050%2C86%20Q28%2C76%2028%2C50%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2226%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2230%22%20y1%3D%2242%22%20x2%3D%2270%22%20y2%3D%2242%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Blackoak Shield,Unique shield / DR / faster block / dexterity,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C24%20L72%2C24%20L72%2C50%20Q72%2C76%2050%2C86%20Q28%2C76%2028%2C50%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2226%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2230%22%20y1%3D%2242%22%20x2%3D%2270%22%20y2%3D%2242%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Medusa's Gaze,Unique shield / leech / amp + lower res procs,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C24%20L72%2C24%20L72%2C50%20Q72%2C76%2050%2C86%20Q28%2C76%2028%2C50%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2226%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2230%22%20y1%3D%2242%22%20x2%3D%2270%22%20y2%3D%2242%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Lidless Wall,Unique shield / +1 skills / mana / faster cast,100,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C24%20L72%2C24%20L72%2C50%20Q72%2C76%2050%2C86%20Q28%2C76%2028%2C50%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2226%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2230%22%20y1%3D%2242%22%20x2%3D%2270%22%20y2%3D%2242%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Annihilus,small charm / +1 all skills / +stats / +all res,7000,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Hellfire Torch,large charm / +3 class skills / +stats / +res,4000,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Gheed's Fortune,grand charm / magic find / reduced vendor prices,1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Skiller Grand Charm,grand charm / +1 to a class skill tree (specify in notes),600,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Sunder Charm,grand charm / pierces a single immunity (specify element),1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Rainbow Facet (Die),jewel / +elem skill dmg + -enemy res on death (specify element),1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C18%2072%2C40%2050%2C86%2028%2C40%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M28%2C40%20L72%2C40%20M50%2C18%20L50%2C86%20M36%2C29%20L50%2C40%20L64%2C29%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%222.5%22%20fill%3D%22none%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Rainbow Facet (Level-up),jewel / +elem skill dmg + -enemy res on level (specify element),1200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C18%2072%2C40%2050%2C86%2028%2C40%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M28%2C40%20L72%2C40%20M50%2C18%20L50%2C86%20M36%2C29%20L50%2C40%20L64%2C29%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%222.5%22%20fill%3D%22none%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Life/Resist Small Charm,small charm / +life + single resist (specify rolls),100,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Key of Terror,Pandemonium key / opens uber portals,100,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2238%22%20cy%3D%2240%22%20r%3D%2214%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2248%22%20y%3D%2236%22%20width%3D%2236%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2278%22%20y%3D%2243%22%20width%3D%226%22%20height%3D%2211%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2268%22%20y%3D%2243%22%20width%3D%225%22%20height%3D%228%22%20fill%3D%22%23C97C3A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Key of Hate,Pandemonium key / opens uber portals,100,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2238%22%20cy%3D%2240%22%20r%3D%2214%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2248%22%20y%3D%2236%22%20width%3D%2236%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2278%22%20y%3D%2243%22%20width%3D%226%22%20height%3D%2211%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2268%22%20y%3D%2243%22%20width%3D%225%22%20height%3D%228%22%20fill%3D%22%23C97C3A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Key of Destruction,Pandemonium key / opens uber portals,100,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2238%22%20cy%3D%2240%22%20r%3D%2214%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2248%22%20y%3D%2236%22%20width%3D%2236%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2278%22%20y%3D%2243%22%20width%3D%226%22%20height%3D%2211%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2268%22%20y%3D%2243%22%20width%3D%225%22%20height%3D%228%22%20fill%3D%22%23C97C3A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
